::1,18/02/2026,16:31:28
::1,18/02/2026,16:31:34
::1,18/02/2026,16:31:34
::1,18/02/2026,16:31:35
::1,18/02/2026,16:31:35
::1,18/02/2026,16:31:35
::1,18/02/2026,16:31:35
::1,18/02/2026,16:31:36
::1,18/02/2026,16:31:36
::1,18/02/2026,16:31:36
::1,18/02/2026,16:31:36
::1,18/02/2026,16:31:36
::1,18/02/2026,16:31:36
::1,18/02/2026,16:31:36
::1,18/02/2026,16:42:11
::1,18/02/2026,16:42:57
::1,18/02/2026,16:43:58
::1,18/02/2026,16:43:59
::1,18/02/2026,16:43:59
::1,18/02/2026,16:43:59
::1,18/02/2026,16:44:00
::1,18/02/2026,16:44:00
::1,18/02/2026,16:44:00
::1,18/02/2026,16:44:00
::1,18/02/2026,16:44:00
::1,18/02/2026,16:46:17
::1,18/02/2026,16:46:18
::1,18/02/2026,17:46:50
::1,18/02/2026,17:46:50
::1,18/02/2026,17:46:51
